49003	324	0	0	0
49002	324	0	-5.75	58905.74
49001	324	0	-11.5	0
49000	324	0	-11.5	0
4101	324	14.5	49	0
4102	324	14.5	49	0
4201	324	-14.5	49	0
4202	324	-14.5	49	0
59003	996	0	10	0
59002	996	0	4.25	58905.74
59001	996	0	-1.5	0
59000	996	0	-1.5	0
5101	996	14.5	49	0
5102	996	14.5	49	0
5201	996	-14.5	49	0
5202	996	-14.5	49	0
19003	0	0	16.8	0
19002	0	0	14.3	5496.88
19001	0	0	11.8	0
19000	0	0	11.8	0
2302	0	14.5	49.2	0
2301	0	14.5	49.2	0
2402	0	-14.5	49.2	0
2401	0	-14.5	49.2	0
29003	50	0	11	0
29002	50	0	8.5	5496.88
29001	50	0	6	0
29000	50	0	6	0
2102	50	13	48.56	0
2101	50	13	48.56	0
2202	50	-13	48.56	0
2201	50	-13	48.56	0
39003	100	0	7.5	0
39002	100	0	5	8603.86
39001	100	0	2.5	0
39000	100	0	2.5	0
3102	100	13	48.7	0
3101	100	13	48.7	0
3202	100	-13	48.7	0
3201	100	-13	48.7	0
69003	1170	0	15.1	0
69002	1170	0	13.1	3721.96
69001	1170	0	11.1	0
69000	1170	0	11.1	0
6102	1170	13	49.9	0
6101	1170	13	49.9	0
6202	1170	-13	49.9	0
6201	1170	-13	49.9	0
79003	1220	0	15.2	0
79002	1220	0	13.2	3721.96
79001	1220	0	11.2	0
79000	1220	0	11.2	0
7102	1220	13	49.7	0
7101	1220	13	49.7	0
7202	1220	-13	49.7	0
7201	1220	-13	49.7	0
89003	1270	0	14.7	0
89002	1270	0	12.7	3721.96
89001	1270	0	10.7	0
89000	1270	0	10.7	0
8102	1270	13	49.6	0
8101	1270	13	49.6	0
8202	1270	-13	49.6	0
8201	1270	-13	49.6	0
99003	1320	0	14.5	0
99002	1320	0	12.5	3721.96
99001	1320	0	10.5	0
99000	1320	0	10.5	0
9102	1320.325	14.5	49.2	0
9101	1320.325	14.5	49.2	0
9202	1320.325	-14.5	49.2	0
9201	1320.325	-14.5	49.2	0
